report_begin_date,report_end_date,report_date,published_Date,market_type,slug_id,slug_name,report_title,final_ind,report_narrative,special_notes,_section,published_date,grp,trans_Mode,commodity,district,origin,variety,properties,package,organic,environment,import/Export,asw_Flag,asw_date,season,package_count,1 lb units,ttd 10000 lb units,adjustments
01/07/2026,01/07/2026,01/08/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/08/2026 12:58:52,Specialty Crops,Truck,Blueberries,SANTA MARIA CALIFORNIA,California-Central,,,,Yes,,D (domestic),,,2025.0,,257.0,81.0,
01/07/2026,01/07/2026,01/08/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/08/2026 12:58:52,Specialty Crops,Truck,Blueberries,OXNARD DISTRICT CALIFORNIA,California-South,,,,Yes,,D (domestic),,,2025.0,,480.0,628.0,
01/07/2026,01/07/2026,01/08/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/08/2026 12:58:52,Specialty Crops,Truck,Blueberries,OXNARD DISTRICT CALIFORNIA,California-South,,,,No,,D (domestic),,,2025.0,,336.0,17.0,
01/07/2026,01/07/2026,01/08/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/08/2026 12:58:52,Specialty Crops,Truck,Blackberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,1294.0,6470.0,778.0,
01/07/2026,01/07/2026,01/08/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/08/2026 12:58:52,Specialty Crops,Truck,Blackberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,570.0,2850.0,1320.0,
01/07/2026,01/07/2026,01/08/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/08/2026 12:58:52,Specialty Crops,Truck,Raspberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,4545.0,22725.0,2863.0,
01/07/2026,01/07/2026,01/08/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/08/2026 12:58:52,Specialty Crops,Truck,Raspberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,120.0,600.0,83.0,
01/07/2026,01/07/2026,01/08/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/08/2026 12:58:52,Specialty Crops,Truck,Raspberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,704.0,3520.0,588.0,
01/07/2026,01/07/2026,01/08/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/08/2026 12:58:52,Specialty Crops,Truck,Raspberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,3621.0,18105.0,2356.0,
01/07/2026,01/07/2026,01/08/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/08/2026 12:58:52,Specialty Crops,Truck,Blackberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,1858.0,9290.0,1090.0,
01/07/2026,01/07/2026,01/08/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/08/2026 12:58:52,Specialty Crops,Truck,Blackberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,1616.0,8080.0,2127.0,
01/07/2026,01/07/2026,01/08/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/08/2026 12:58:52,Specialty Crops,Truck,Blackberries,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,2103.0,10515.0,778.0,
01/07/2026,01/07/2026,01/08/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/08/2026 12:58:52,Specialty Crops,Truck,Blackberries,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,1839.0,9195.0,2037.0,
01/07/2026,01/07/2026,01/08/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/08/2026 12:58:52,Specialty Crops,Truck,Strawberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 8 1-lb containers with lids,Yes,,D (domestic),,,2025.0,2472.0,19776.0,8020.0,
01/07/2026,01/07/2026,01/08/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/08/2026 12:58:52,Specialty Crops,Truck,Strawberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 8 1-lb containers with lids,No,,D (domestic),,,2025.0,20254.0,162032.0,57349.0,
01/07/2026,01/07/2026,01/08/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/08/2026 12:58:52,Specialty Crops,Truck,Strawberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 8 1-lb containers with lids,Yes,,D (domestic),,,2025.0,368.0,2944.0,1092.0,
01/07/2026,01/07/2026,01/08/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/08/2026 12:58:52,Specialty Crops,Truck,Strawberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 8 1-lb containers with lids,No,,D (domestic),,,2025.0,26100.0,208800.0,11559.0,
01/06/2026,01/06/2026,01/07/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/07/2026 11:34:14,Specialty Crops,Truck,Blueberries,SANTA MARIA CALIFORNIA,California-Central,,,,Yes,,D (domestic),,,2025.0,,611.0,81.0,
01/06/2026,01/06/2026,01/07/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/07/2026 11:34:14,Specialty Crops,Truck,Blueberries,OXNARD DISTRICT CALIFORNIA,California-South,,,,Yes,,D (domestic),,,2025.0,,1627.0,628.0,
01/06/2026,01/06/2026,01/07/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/07/2026 11:34:14,Specialty Crops,Truck,Blueberries,OXNARD DISTRICT CALIFORNIA,California-South,,,,No,,D (domestic),,,2025.0,,1283.0,17.0,
01/06/2026,01/06/2026,01/07/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/07/2026 11:34:14,Specialty Crops,Truck,Raspberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,480.0,2400.0,83.0,
01/06/2026,01/06/2026,01/07/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/07/2026 11:34:14,Specialty Crops,Truck,Raspberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,192.0,960.0,588.0,
01/06/2026,01/06/2026,01/07/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/07/2026 11:34:14,Specialty Crops,Truck,Raspberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,4424.0,22120.0,2355.0,
01/06/2026,01/06/2026,01/07/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/07/2026 11:34:14,Specialty Crops,Truck,Blackberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,2393.0,11965.0,1089.0,
01/06/2026,01/06/2026,01/07/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/07/2026 11:34:14,Specialty Crops,Truck,Blackberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,1483.0,7415.0,2126.0,
01/06/2026,01/06/2026,01/07/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/07/2026 11:34:14,Specialty Crops,Truck,Blackberries,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,5380.0,26900.0,777.0,
01/06/2026,01/06/2026,01/07/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/07/2026 11:34:14,Specialty Crops,Truck,Blackberries,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,2860.0,14300.0,2036.0,
01/06/2026,01/06/2026,01/07/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/07/2026 11:34:14,Specialty Crops,Truck,Blackberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,1108.0,5540.0,777.0,
01/06/2026,01/06/2026,01/07/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/07/2026 11:34:14,Specialty Crops,Truck,Blackberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,832.0,4160.0,1320.0,
01/06/2026,01/06/2026,01/07/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/07/2026 11:34:14,Specialty Crops,Truck,Raspberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,4000.0,20000.0,2861.0,
01/06/2026,01/06/2026,01/07/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/07/2026 11:34:14,Specialty Crops,Truck,Strawberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 8 1-lb containers with lids,Yes,,D (domestic),,,2025.0,1822.0,14576.0,8018.0,
01/06/2026,01/06/2026,01/07/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/07/2026 11:34:14,Specialty Crops,Truck,Strawberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 8 1-lb containers with lids,No,,D (domestic),,,2025.0,28025.0,224200.0,57333.0,
01/06/2026,01/06/2026,01/07/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/07/2026 11:34:14,Specialty Crops,Truck,Strawberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 8 1-lb containers with lids,Yes,,D (domestic),,,2025.0,19.0,152.0,1092.0,
01/06/2026,01/06/2026,01/07/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/07/2026 11:34:14,Specialty Crops,Truck,Strawberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 8 1-lb containers with lids,No,,D (domestic),,,2025.0,29442.0,235536.0,11538.0,
01/05/2026,01/05/2026,01/06/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/06/2026 12:46:59,Specialty Crops,Truck,Blackberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,1353.0,6765.0,1088.0,
01/05/2026,01/05/2026,01/06/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/06/2026 12:46:59,Specialty Crops,Truck,Blackberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,1366.0,6830.0,2125.0,
01/05/2026,01/05/2026,01/06/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/06/2026 12:46:59,Specialty Crops,Truck,Raspberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,1132.0,5660.0,82.0,
01/05/2026,01/05/2026,01/06/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/06/2026 12:46:59,Specialty Crops,Truck,Blackberries,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,2137.0,10685.0,775.0,
01/05/2026,01/05/2026,01/06/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/06/2026 12:46:59,Specialty Crops,Truck,Blackberries,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,2893.0,14465.0,2035.0,
01/05/2026,01/05/2026,01/06/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/06/2026 12:46:59,Specialty Crops,Truck,Blackberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,1799.0,8995.0,776.0,
01/05/2026,01/05/2026,01/06/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/06/2026 12:46:59,Specialty Crops,Truck,Blackberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,992.0,4960.0,1319.0,
01/05/2026,01/05/2026,01/06/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/06/2026 12:46:59,Specialty Crops,Truck,Raspberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,2360.0,11800.0,2352.0,
01/05/2026,01/05/2026,01/06/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/06/2026 12:46:59,Specialty Crops,Truck,Raspberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,4000.0,20000.0,2859.0,
01/05/2026,01/05/2026,01/06/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/06/2026 12:46:59,Specialty Crops,Truck,Strawberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 8 1-lb containers with lids,No,,D (domestic),,,2025.0,41243.0,329944.0,11515.0,
01/05/2026,01/05/2026,01/06/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/06/2026 12:46:59,Specialty Crops,Truck,Strawberries,OXNARD DISTRICT CALIFORNIA,California-South,,,flats 8 1-lb containers with lids,Yes,,D (domestic),,,2025.0,129.0,1032.0,1092.0,
01/05/2026,01/05/2026,01/06/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/06/2026 12:46:59,Specialty Crops,Truck,Strawberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 8 1-lb containers with lids,Yes,,D (domestic),,,2025.0,396.0,3168.0,8017.0,
01/05/2026,01/05/2026,01/06/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/06/2026 12:46:59,Specialty Crops,Truck,Strawberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 8 1-lb containers with lids,No,,D (domestic),,,2025.0,11204.0,89632.0,57311.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blueberries,SANTA MARIA CALIFORNIA,California-Central,,,,Yes,,D (domestic),Add,12/29/2025,2025.0,,1496.0,81.0,added for 12/29/2025 on 01/05/2026
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blueberries,SANTA MARIA CALIFORNIA,California-Central,,,,Yes,,D (domestic),Add,12/30/2025,2025.0,,1549.0,81.0,added for 12/30/2025 on 01/05/2026
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blackberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,1171.0,5855.0,1087.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blackberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,2402.0,12010.0,2125.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Strawberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 8 1-lb containers with lids,Yes,,D (domestic),,,2025.0,2160.0,17280.0,8016.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Strawberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 8 1-lb containers with lids,No,,D (domestic),,,2025.0,5528.0,44224.0,57302.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Strawberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 8 1-lb containers with lids,No,,D (domestic),,,2025.0,3424.0,27392.0,57302.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blueberries,SANTA MARIA CALIFORNIA,California-Central,,,,Yes,,D (domestic),,,2025.0,,2724.0,81.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Strawberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 8 1-lb containers with lids,No,,D (domestic),,,2025.0,3367.0,26936.0,57302.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blackberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,1632.0,8160.0,1087.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blackberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,740.0,3700.0,2125.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blueberries,SANTA MARIA CALIFORNIA,California-Central,,,,Yes,,D (domestic),,,2025.0,,889.0,81.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Raspberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,862.0,4310.0,587.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Strawberries,SANTA MARIA CALIFORNIA,California-Central,,,flats 8 1-lb containers with lids,Yes,,D (domestic),,,2025.0,792.0,6336.0,8016.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blackberries,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,1311.0,6555.0,773.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blackberries,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,No,,D (domestic),,,2025.0,1769.0,8845.0,2033.0,
01/02/2026,01/04/2026,01/05/2026,,Movement,2899,FR_FV170,"FRESNO, CA TRUCK AIR, AND BOAT Daily Movement Report",,,,Report Details,01/05/2026 13:01:57,Specialty Crops,Truck,Blackberries,SALINAS-WATSONVILLE CALIFORNIA,California-Central,,,flats 12 6-oz cups with lids,Yes,,D (domestic),,,2025.0,3883.0,19415.0,773.0,
